ID,text,label
NF2GRGW,Maseeet bliiid...chbihom houma jebou m'en Hannibal w nessma ! Ye5i mafamech mounachtin jdod lezem dima nafss loujouh w zid taw wallew fi chaîne wa7da !!!,0
BI6W92W,Formidable,1
JTM2T0W,hahhahahahahha ta3jabni  :*,1
XD7BJJT,"صوت رائع جدا و جمالها غير عادي :* صوتها متاع مباشر ماهيش كيما مطربات الماكينة و الصوت المضروب بالفلسة و المونتاج و التركيب و التحسين""",1
NJNQGFV,لا تفرجت في مكتوب ولا اولاد مفيدة  #قاطع و الرخ لا قناة الفساد  . رمضان شهر العبادة و انتوما وراكم لوبيات فساد تدعم في الفهري  . اليوم في جوهرة صحفية تدعو الاباء لعدم السماح لابناءهم بمشاهدة المسلسل خاطر  قلة الحياء و الحمد للله مازال فما شرفاء و مسلمين على قاعدة,0
RA1S6UD,مريم مريمتي ......محلاك مريومة وفسخ وبدا من جديد ....,1
KKFYG7P,te3jebni,1
P4OXHUN,tbarkahlh 3la weldi bledi rak bedenya ya kbir,1
99ME534,M3aaalem weli 3ala lseno y9olou ! W rabi yechfilek El wled !,1
FSJ1I80,Ma7la lamtkoum :-*,1
S7J944D,مهضوم ومنشط روعة تحياتي,1
QL94AS8,Nmouuut 3liha,1
EYF5PCC,قصة رووووووعة وخدمة في حقها,1
YVTBULD,"Flob flob ملا رهط العيب موش فيه في الاعلام الماجور اللي عمل لناس هذ قيمة .التافه ولا عندو قيمة فالبلاد
تاااااااافه تفووووووه عليك
Arzen Mel Connexion Fi Tounes :3
Miboun
أحمق
Mamstou pffffff
خماج فولغار..... مالقيت مانقول....... رخس
لا تعليق وكيما gال هاني جاي فالتوالات 
",0
L15NPI5,mousalesel bekolou fesed,0
44C4DIB,<3,1
2O0INDM,mate3jbnich rim w louk mech mwatiha,0
A9COQPF,malla wsakh wmalla tafahèt wmalla in77itat,0
I7U0XQN,شكرا على هده الباقة الجميلة من الضيوف. حقا كانت سهرة رائعة,1
7FKNUQH,كمشة بهايم في البرنامج، وينك يا شكيب يا معذبهم.,0
NMI2CY6,7ala mastata mousalsel b dawerha,0
Q7SEL5C,شلاكة، تحكي عالفيلم قالت دخلت أمها تلقاه فوقها ( تو هذا مستوى تع حديث !!!! ؟,0
74HS9C5,Behi ama 3andou chwaya msata,0
IXSTZT3,انا ملي شفت الضيوف وشفت فيهم الغربي عرفت الي الحلقة فاشلة بامتياز.,0
CX26X4Z,3amlet lfade7,0
D2FQTSB,barcha 9elet torbiya,0
WR838VM,"بورحولية الراجل هذا وقفلي مخي ... كيفاه يحب يرجع بن علي .. تي مالا وعلاه احنا عملانا ثورة .. 

خمر و زنا و فساد .. .و قلة حياء من فوق 
",0
YLW6OM7,chakib mochik rajil,0
EVL97LT,Bravou 5adija m3alma wbint m3alem walah,1
X0YCENJ,ما لقيتو كان ها البهيم النهضاوي تجيبوه للقناة ؟؟؟؟ مواقفو ظاهرة متعاطف جدا مع حكومة الترويكا و مبيض للارهاب بطريقة غير مباشرة,0
9Y5NCV6,حلووه بشر 😍,1
KLNM0ZK,برجوليا ما يعجبنيش ماسط لاسط ؤ ما يعرفش يحكي.,0
Y5KXEON,ma7lehom le5wet ki yibdewe ihbou ib 3athom et sertou hnane,1
JUGKS83,k2rhym rak m3allm welli ye7kou 3lik lkol 8ayrin menk w8na touns  mta3 s8ar wasel ya m3allm wenchallah rappeurat touns iwallou kifk #Brins_rak,1
76E1S7H,قحاب,0
ABPXW7Z,حتى بالخل والجفال ما يتهضمش,0
0NABXW9,Chbik go3r mamstek 😤😤😤😤👎👎👎👎👎👎,0
HXMHRNJ,Bravo samir,1
938FDKR,Mala hala 3ejbikchi,0
UXX4KO8,Rabi ywaf9ek we ykater men amtelik,1
35ZH84A,Akbar la7as fi tones mantcharfouch eb7othalh kifek,0
IJ35F41,<3,1
HE42CMN,"Rabi y5alilek akel tho7ka""",1
XZGQSED,a7la w7ed fihm kol ja3four,1
SO6TESC,Marwa tha3louba,0
KL6GU83,3aslaa,1
Y2ZCB8U,mamsetha,0
TR40JJ3,يعتبر من اسباب الإرهاب,0
FLJ6F4S,الحلقات الكل حلوين. احسن مسلسل ولاد مفيدة و دنيا أخرى برافو,1
10K1VSY,msat hal brnmj dhouyofo wlw mastin mtl9a mt7ki 3lihm,0
QF9L7P9,yser mjoudra w mouch 5arej 3liha idawer,0
3HB0KOW,Yeser dhamer amir w bliiiiiiid hhhh bravo :-),1
NOX7NE2,Ana n7ibha,1
60SIPLU,عقربي و جبريا و عل حيط,0
ZDWZQ0O,راجل ...,1
UYG4G2U,A7la artistowet illila Ja3four+Noor,1
ZTH7RAS,البت دي خبرة.....مرمدك سيدك وليد يا كلبة ...تونس برجالها و إسلامها و دينها واضح الإسلام والكلاب لتنبح كيفك عندها الرجال لتسكتكم,0
677CPRC,منين جباه هل البقرة,0
VDTC3UF,Mahlek walah wallit thabbel bezzin :*,1
0VQLN0Q,hhhhhhhh 3alamiiya b saraha <3 <3,1
G2CW7LN,Tfouh 3lik ya bayou3,0
WJGGIWI,بصراحة نور شيبا bravoo,1
8V8FZC6,عبيط و اقرع و ماصط,0
5YPQXMC,وجيهة تبقى تبقى دائما وجيهة,1
BHUQB6S,محﻻها او محﻻ صوتها,1
JP8A5A0,انا نحبها كوثر بالحاج وخاصة في شوفلي حل,1
E9TNMMW,Ta7founa,1
J9GVMJB,Ti3jibni,1
2BWFT24,ماحالاها العائلة كي تحب بعضها و الأولاد يحبو والداهم و يدللاهم في كبرهم... ربي يطول أعمارهم و يطول عشرتهم و يهناهم ❤️💖,1
QES56XQ,برافو وليد محلا كلامك بردتلي على قلبي والله وربي يسترنا,1
OCLDAC6,3azza nmout 3liha,1
G7DP1V0,Yarhem weldik si naji yonsrek,1
SMRZLPL,وحدك يا جعفورة يا باهي,1
91PXGG8,Euuuh wajiha oukhyty chbik masta barchaaa,0
LXT7OUG,el7ob ♡,1
KU0KCD0,مسلسلتافه لممثلين تفه في قناة تافهة,0
OAZKY9N,عبد الفتاح مورو معلم,1
8U2B4P0,Ma7leha,1
9C3TJWQ,موش نورمال جو أحلى و أقوى مسلسل و لي معجبوش ميتفرجش و أني نستنى باش نتفرج عليه,1
1JZB374,Magnifique n7ebbek,1
BRS5QZ4,jaafour ya maaaalem,1
U2I9LM8,Bravooooo si jaloul tmanite ki konet ena na9ra enti wsir nte3na bravoooo et bon continuation,1
2A1DNLM,Maste barcha,0
AI8FWCE,Bravo semi lfehri abda3t bsaraha illi 3jbou sitcom denia o5ra ydea j'aime❤❤👏👍👌,1
SAX5UGE,ماسط لاسط بفففففففف,0
LSVDLG5,بداية محترمة,1
219N0K6,ممثل ناجح و تستحق الجائزة,1
UI1AC5M,للشهامة عنوان :D,1
UXD7PWQ,ماسط,0
NSS2MSS,لعنه الله على الفاسقين والفاسقات..اللهم اطمس على اموالهم واشدد على قلوبهم واخسف بهم الارض حتى يتبن لهم انه الحق ..اللهم انهم ضلوا واضلو كثيرا من خلقك عن سواء السبيل...اللهم دمر الزناه والزانيات في تونس وطهر بلدنا منهم فانهم تجاهرو بمعصيتك وتمادو فيها ..اللهم ببركه شهرك المبارك افتح عليهم بابا من عذابك يارب العالمين فانهم اشد فسقا من قوم عاد وثمود ولوط. . امين يارب العالمين ..,0
KB4E0XP,توفيق الغربي ردىء ومبتذل,0
ACI3TF8,تبارك الله علاها,1
CSV24B8,Machaallah 3lih :),1
HXADCEV,Bader yam3alem,1
5YAUHCF,قمة التفاهة٠٠٠جبالك الرواسي و لا عبدك الثقيل..... الرخص en personne,0
MGN5L7B,الغنايه ناجحه الصوت ناجح,1
GSNCZH1,Sa7a lik,1
U5V7V2R,Hayder Ali guedd ere7la lahné hhhhh,0
3063LH1,معلم نور شيبا,1
7GXMSHG,Barcha 9o7eb mouch barcha 7ob,0
50WCQS4,Nékrahaaaaaaaaa,0
RMJJKVF,borjouliya af7amna btawatho3 mta3ek,1
H3SB1WY,عندكم كان هو ؟؟ 
,0
PJFMNIJ,روعة يا سامي الفهري,1
8T3TADI,معلم <3,1
63AWFIY,ماسسسطط,0
CQ325PI,ma3jabounich hata tarf,0
M1MFDP1,3salll,1
LS32C1H,Makech motrobiya wallah,0
U55WAGJ,ماسط ماسط ماسط متاع tou de suit,0
SWVGJPU,mnawer 5oya sa7bi oui 3andna rjel,1
RJFFSET,صدقني يا شيخ المحاماة تواتيك خير مالسياسة  فك عليك منهاولسانك تباركالله عليه لي يغلبك بوه باي,1
RH2W3OP,Wallah mabeldou wmaset wmaydahhakch ensen tefeh wablah brabi nehhiweh,0
KLGLLOC,Ouiii tahfounn,1
2LQLNZ3,itfouh itfouh alikom allah la ibarkilhom matahchimch la3nitt allah alikom inchalah fi daraki il asfall fi narr,0
N3B9T4O,Mamsatha,0
QIQ6O2W,اذهب وهف يهزك العيب مش فيك فلي عاملك قيمة و قدر و جايبك تحكي قالو حقوق لا يحقلك حق ، انت ليك واحد يحكلك الفلفل فماشي ما تولي امك تقول جبت راجل و خسرت عليه طهارة، اللهم لا تاخذنا بما فعل السفهاء منا,0
7245235,Nhbouha bar cha,1
VC4BA5C,Mamstou 3ed,0
OY1D22V,مخيبك,0
FC55DXA,Masset,0
2JT32LB,Machaallah bentik gadet rou7ha,1
4CM3BLT,وجيهة الجندوبي هي الماسطة وفسدت المسلسل الكل,0
3A6ADT0,Un malade 👎👎👎,0
F80T63U,Ya 3aycha ena inhebek ama birsmi ikbes rouhek chwaya,1
1PP6S4D,braaavo (y),1
IAETI4M,Stouufa yaa faneen e5deem weech 3liik yaa m3aleem !,1
BPCV1VD,Tahhan,0
5KSLSVJ,تتسشكاو من قلة البركه وللرزق من قلة المطر تتشكاو من الجتمع ، تحللو في ماحرم ربي بإسم حقوق الإنسان وبسم الحريه ألا لعنة الله على القوم الفاسقين يافساق ، 
,0
OGY8B8R,جبالك الرواسي و لا المنظر هذا,0
4WRKGHQ,بلاصتك في الحبس والا الحرق انت وامثالك  حتى الموت,0
KZKNXB0,"Le ani

راجل وعليه الكلام و هذا هو فعل النّاس في كلام النّاس (y)
B Sara7a Ta3jebnii Mais Rahou Tab9a A7sen Ka3ba Fi Tounes Dalila El Mefta7i
Rajeell nawart tunis hmd :D
Te3jebni barcha fi tamthil Bravo Madam wajiha
معلم وربي يعينو  ويدافع على القيم
Bravooo
حبيبي منور و موهر
Wllh chab3a dho7k
Hayla bou zino abrahim
bravooooooo wajiha dima mnawritna :*
Bravo (Y)
Wlh rajel ya walid ya 8oul
Ahla walid
أحمد الأندلسي ممثل صنع روحو و خدم و ولد جمعية أما تحسو مقداد سهيلي جنيور هههه
عسوله
Bravo 👍
ya mostfa eness el kol t7ebek mat5afech
bravo hanen
ماتعجبنيش
وجيهة متاعنا نحبها 3>
بصراحة مسلسل روعة يحكي واقعنا في تونس عندنا براشة ناس كيف كريم  وقت يولي عندو فلوس ينسى اصلو
محلاها
انت معلم سي لمين
wahdek  ya lotfi ya ebdelli :) ;)
Borjuliya 3inik ma7lhom ☝hhhhhhhh
إنت عسولة
3asla
Walh m3lm medbia y8nili fi 3rssi whra
M3allm rabi ywaf9ou😁
Hhhhh tayara 7ale9et elyoum
en fin 3adito hkaya tsharef o tanfe3
mnawer le plato si lamine b rouge dima mwaher w sa7eb dhaw9 ya patron
3jebni
و الله رجل و عجبني زيد ولد جمعية
bravo olfa barredli 3la 9albi
lambratour
waaasel ya chi5 rana m3aak
Bravo sami ilfehri
<3 bayrem <3
برافووووا سامي
بصراحه  برافووووووو مسلسل حلو برشه
ahssèn coumidi borjoulèya wallahi ena behta men la3bed eli mathebouch bell3aks tawa lotfi yetekra7 raw 3ssal el denia
Ye katy raw 3saal <3
برافووووو الليلة عجبني ...
Bravo walah
Mahlehom bourjouliya
Hhhh h ma7laha
شكرًا فوري بن قمره ربي يبارك فيك و يكثر من أمثالك 
جعفور انت انسان مبددددع ممثل موهوب مقدم بحبحوح و بالاخصوص انت مالعباد الياسر انساني احسنت جعفور واصل يا مهبلهم بالاحمر
Bravo
برافو....نحن نعشق الحوار التونسي
ههههه يعطيك الصحة سامي برافو انا والله نتفرج كان على الحوار التونسي
راجل و سيد الرجال
نحبها ❤
وحدك يا معلم
انا من الجزائرب من اشد معجبين بالحوار التونسي أولاد مفيدة مسللسل رائع
Maleeem",1
M13TKC9,Ani te3jeeeebni,1
H6N1D7O,"ياسر مبدع و عندو الجديد, لكن فرحان ياسر بدعوته للبرنامج مما خلّاه مفرفش في حديثو وتصروفاتو و ماوصللنا حتى شي",1
KEX6APH,برافووووووو تبكي بالحق ماثرة اللقطة,1
4HDPVOQ,Chakib yam3alimmmmm,1
QSOBG82,A3outh bel lah min el chaytani el ragim,0
WLFGC97,m3allem weld bledi w3ab9ari rabi ywafa9 koll tounsi,1
V3WZD5A,Te3jebni,1
W8YZBTM,Oui tayra ;-),1
EE8BZM6,bravooooooooooooooooooooooo walid (y),1
P39MNEZ,انسان تحفون و ضحاك و ضامر مايمثلش كا يخرج قدام لعباد و يحكي على طييعتوا انت ولد الشعب وتستحق اكثر تقدير على الركح,1
6Q2R2SW,اخلاق و جمال و تربية عيشوشة,1
08HB2EB,3asla,1
LZZD44Q,نحبك يا احسن فنانة,1
9HHKBYJ,هي شلاكة و امها شلاكة,0
UJFFZKC,bravo walid wallah baradtli 3ala 9albi w ya3tik sa7a ki ma skotech,1
092GPMX,Malla fdha'yah et malla mostawète bjèh rabbi ostrou aardhkom et raa'iou ennès elli mayhemhomch ichoufou aarkom,0
PFG5RKJ,Mamessto Hal bacharr,0
4ULENJ1,Ya ta7an,0
HAE5H1D,mahlak,1
OTAWKVJ,M3alm😍,1
50HC091,Bravo,1
071UIQ4,ملا طحان,0
APV7NW9,لطفي من أحسن الممثلين في تونس وأفضل حاجة فيه هي لبلادة متاعو,1
HGVOUI8,"عملتولنا العار و شوهتم طبايع التونسي الأصيل تفوه عليكم خماج""",0
593WB30,Machalla,1
WDPMDJR,zyyn ou sout <3 men 7asan ila a7san nchlh,1
5TLCA5L,Bogosa,1
8YC985W,"جبالك الرواسي...
allah yostornaaaaa fazdouna chbabna ha le5maj w lkoooolhom pffffffff
زعيم اللحاسة هو و ابنه
كم انت تافه يا توفيق العساس يا شايب لحاس ويا سفساف يا ماسط يالاسط يا بوال
والله غريبة  بربي يا سامي الفهري هو الشيطان الرجيم يتسلسل في رمضان ويتحبس في أسفل النار وانتي عام و12شهر متتعبش ما تحترمش عام كامل فسدت عايلاتنا لبرنامجك التافهة خلية العالم الكل يأخذ فكرة على تونس بلاد الدعارة والدروغ... وتوا حتى في شهر الفضيل تتحفنا كالعادة باخلاقك المنحطة اتقي الله
العيب موش فيه العيب فلي جايبوا ساعات الدنيا تظحك لواحد وهو يطلع على مراد الله
فاشل
Ma5eybouu byremm
L7as enahdha
rak maseta lazem et4aniha 3alik
امسط منو مراتتش عينى
ههههههههههههههه زيدي ترهدني يا يمينة
انسان منحط ... مسخ ...
maset w mlayektou rzina, fi tv, hadha eli na9es, izid 3ad ijina mara o5ra,wfet tunis men les animateurs,?!! el 9asm 3la rabi menou,mechefech rou7ou kif yadh7ak, chet radio w arka7? ......
لعنة الله عليكم يا كلاب
تافه،ومنافق
Wzir lhena wrgoud jabbena..
Masssset
معقد كبير... امين و مصباح و شكيب؟ هذا كم من المساطة
Masettt
كلاب البوليسية وقتاش باش تعملوا عليهم ثورة؟؟؟؟؟
ya masa5 wlh lak rajel
بصراحة نكرهك :-)
وزير تربية موش متربي و أفصل ..
ennah9a essore9 el irhabiiyin ....................
فاشلة تجي كل شي كان ممثلة لا
انت وياه زوز كلاب في سلسلة
Majeet chay
Yeser zebla
لعنة الله عليك و عليه ...زايد شعب لحاس
Walahi rabi yehdikom kifach tjibou 3bad kima haka 5iiiiiiiitt
حفتريش
Mabledha
برا مخيب وجهك
chbih maset ws5if
شكيب من جماعة الفم يسبح و اليدين تقتل
كلب مل كلاب النقبة المثقبة في تونس
maaaaaasssssssseeeeeeettttt ! -_- brabbi 3leh haka !
ماسطة كيفك يا سامي كيف العادة واصل حبيبي..
حلا حليلا مهزلا قرف
",0
0PNUO5J,9emet s9outia 3ib 3liha,0
NFQT4F7,مذيع فاشل يحاور وزير فاشل,0
JV1OXJH,"Maset laset

ماسطة
akber mareg fi tounes
برشه كلب في راسك ان شاء الله😑😏😏😏
Chlayek
،مااااااااسط لااااااااسط
Masset baaaaaaaaarcha
ماسط
akbar kaleb
بلاهي ملا مريض مقداد بربي لا عاد تجيبوه
ياخي شكيب لتو لا فهم روحو يا ولدي راك وليت كراكوز
amsat mounachat ritou
ممصتو ياسر لاعب فاها فاهم كل شي
maset mabldou w marakou nawfel 5ir menou
Mas9atha ezza7 3leh t9oul bo5tha .
Mast maye3refch. Ye7ki
Masset
Awled 9a7baaaaaa
maset w mouch motrobi
شيء مؤسف
Wejh elou7
la7aaas
اخيب مافي البرنامج لطفي وخاصة مايا بالمناسبة نحب نعرف وين قرات بش نعاودالتوجيه للجامعةاللي قرات فيها
mamstou w mabldou 9adeh ytaya7 la9darrrrr fi belou ythahekkk
سنبل اغا و الطحين قصة حب كبيرة :D
Masta yaser
Rhout hacha khli9t rabi barra yaętk ech bech y9oul fommi kalba w ma taswa chay ki inti keli jebouh hek lkhantha w hek lkalb lekbir tchaj3ou 3l fsed w radhila
استغفر الله و برة الشي الي صاير يحشم نشاله ربي يسمحنا ولله علامات الساعة هاذم و لاخر جاي يمد في وجهو و يدافع خيييييت عيفتوني في حياتي و احمد الاندلسي سيدك يا... لي تحكي عليه ياعاهرة ياعار على لمرا التونسية تڨعدي وهف يهزك
شخصية سياسية لا تفهم في السياسة
Ya mo9ded nagis milgofa rak 3mlt il3ar
Ta7on
rak maseeet raaak lassset rak sel3a kal5a ya mo8et mathmrek wmachabek
Ma5yabha ila9ta
خيييييت ممسط
مقداد سنبل آغا"" بالمساطة هاذي عمرو ما يطلعلك شعر في راسك",0
A8XIF80,Ja3four ma7boub el twensa ♡,1
BYMDTED,t3jjibbni,1
PHXBNQ4,Ma777leeeeeeeeeeeeeeeha ♥♥♥♥♥♥♥♥♥♥♥♥♥♥,1
N5PDIAO,لمعلم يتكلم,1
L45K469,روعة مريومة ونضال ♥♥,1
1D5VS9O,Hathaka clips men aslou fthaya7 5iiiiiiiiiit,0
JSTMC82,M3alem landolsi 9leb 3lihom tor7,1
NTCIR9F,3asla,0
3Q0BSWW,yarham memtik wlid,1
7L9OWHG,احسن مخرج في تونس حاليا سامي الفهري قوة في الافكار والسيناريوهات شكون موافقني !!,1
L84UPEH,بو زينها محلاها,1
IW12Y1F,bravo chakib w tabka ilmouthakaf ilmotrobi w tabka le meilleur,1
2PX0U5V,machahll3al rima samoha,1
WJLEZR1,M3allllllllllllllem 3ejbetni menk,1
Q7PQQKO,فضايح,0
JKNHF3R,ممثلة و بابورها زفر,0
7GSGB77,Mo9ded fechel ama men 7a9 lol tounsi ydef3 3a l5le9,0
6TWG2GM,M3allem siwa  fel mezwed walla fi inchad dini ;),1
S0OTG1A,Zayed m3ah bo7mid,1
9VIKYGS,صورة راءعة تعبر عن رفعة الانسان التونسي وخلقه الرفيعة اخوكم رسيم من الزاءر,1
CFJ20E6,انتي ممثلة بارعة و متالقة،وفرضت وجودك في بلادك،ومحبيتش تخرج خارج الوطن تلوج علي الشهرة كيما زملاء ك المومثلين برافو,1
48SUC36,Tfouh,0
GEZ1ROM,brabi ken fema kilma ghir msata 9ouloli bil wa3jen bil wa3jen jibbbb jdida rak walit carte ma7rou9a :(,0
A3O4V1I,Raw3aaaaa,1
YX4Q3V3,مشاالله عليها اسمر يا اسمراني 😍,1
UVSCTOH,"Ti3jibni ya chismik , maw9efff rjelll",1
DXSXD27,"mayji 7ata chay ha 7i7on hatha , taw hetha rappeur ya rasoul elleh .",0
55L1FQQ,Yeser ma7leh المسلسل,1
XGFEUI1,7aja 3alamiyaaaaaa ama sa5afni barcha el brinss ki meet 5sara ama vraiment 7aja mizyena barcha,1
X0DO7ND,تعمل الجاير,0
80S4FEQ,سبجان الله .. قداش منحط,0
IL88FOT,ماسطين كيفك,0
CYD08ZF,Tfouuuuuuh 3lih imasa5,0
YWQXLVY,وجوه مقلبه,0
M0PYQFK,مايعجبنيش,0
86LR60G,Barhoum <3,1
N81UZG7,الله يبارك تحياتي ليك,1
48NAY6P,Mallem,1
O6JWDPX,bfffff maaaaaaaaaaaaaaaaaset laaaaaaaaaaaaaaaaaset,0
056SPHG,"مستويات منحطة,",0
CAET44A,Sa9taaa wlh,0
Z8NAJR8,Rawra,1
5WBE6LC,Rak m3alem,1
FR6KLCG,تعجبني ممثلة وعليها لكلام,1
0SI8R2V,بنديرمان بهيم وزيد يناقش في ألفة يوسف   اش لاز حمة يغني ضهر روحو بقرونو,0
0T8INND,3saaalll 3salll 3sal wlh nour habet 3lik alah wa7ad nahthawiya w 3lik lklem ma7lek #Mme_me7erziya  wahertek wa7adha ♥♥♥♥♥♥,1
Q4WLO4J,Ammouna y'a ghaliya nmout 3lik ma7lek wma7la soutek machalla nestenew fi albumek mwaf9a nchallah ❤,1
F7FSBWG,allah le treb7ekkkkkk ma5eybekkkkkkkk,0
KGXGMFP,RAK maaaaaaaaaaaaaaaset laaaaaaaaset,0
VQYGQNT,معلم,1
RJJK9ZU,عاملة فيها قافزة. إخخخخخخ,0
I9ODXY0,rak maseteuuuuuu 😂😂😂,0
83N1Y4A,بالرجولية معلم,1
0XS0VYB,vraiment amine masset yeser elbarnemej wtaffhou barcha,0
9QPJAEB,Chnkrho hal mandher 5iiiiiiiiiiiiiiiiiit 3lih,0
RNZM06O,معجبنيش بيرم كيفاش يأمر في أمو و يهدد فيها,0
QL6LE46,wlh ta7ana ya jma3et tounisya,0
2R3NCEM,barcha 9o7b tfouh,0
G027WA8,Ma7laaaaaaaha,1
AI22WPX,هدا الدور الحقيقى للاب و هدا قمت العطاء و التضحية الله يشفيلو بنتو و الله يعطيه القوة و الصبر,1
ITGOY1E,معلم يعتك الصحة,1
ODEXAIE,مستويات منحطة كي سيدي ك جوادو,0
94MB04X,رجل,1
1WWP9EM,Jaw 7afali w tho7ek maa lotfi,1
4YL52UE,تقول ما نلبسش 2pièce في البحر و انت عريانه في الكليب عملتي العار,0
K349ZFF,"Bravo Walid Tounsi avec un grand B, kol youm 7obak yezid",1
IUMOXN7,أمسط واحد في تونس,0
E43P44K,امسط انسان ومنحط,0
4DTDSGI,raw3a malla 9owa ya semi,1
HWPS7IE,ياسر ياسر ياسر  رزينة من لخر  أرزن مالطفل عرفتوه إلي كانو قبل غسلو بيه روسهم,0
5VLJ48R,Ma7lekom bou zinkom,1
34O8ZUB,N9adarha barcha,1
WAXOBY0,9alou barcha 7ob
,0
U51P0YY,Etfooooh 3lik ya mibooouuon,0
74F5PJ0,ما باهي في الحلقة كان امنة جمال صوت ممتاز و قوة شخصية المثال الحقيقي للمراة و الفنانة التونسية الناجحة الله يوفقك امونة :*,1
XQFBQKC,Machala,1
WDMCCVV,brince ya m3alem,1
5SAHOKT,لا يليق بابرنامج و لا يستطيع ان يكون صحفي السيد نهظاوي,0
N7WF3LV,كريم طيار,1
CVJY57F,برافوااااا عليكم,1
X0086XE,Ja3fer vraiment rabi ya3tik ala 9ad 9albek bravoooo ya m3alem rabi ywaf9ek,1
9ELTRU6,Pppffff شى كبير فى المساطة,0
U0NV6FS,Ma7lèha il 7al9a w mouselsil bèhi barcha <3 <3 <3,1
3AOR3EI,Bravo kaled chawket n7so hata mo5o yozen bled bravo chawket,1
IG2L33X,Te7foune,1
46UNNVG,ربي يوفقك,1
985UQF1,ما شاء الله عليك صوت وصورة من احلى الأصوات اللي سمعتها,1
YV71ID6,m3alma,1
V2Z9W4C,حلووووووووووو,1
RVCEIWT,حسان من الجزاير تفووو داعش ارحم منك.تفووووووو,0
SKN9I44,محلها و محلى صوتها,1
ZRINXP3,ماشاء الله ....عسولة,1
APOHURN,maset,0
ZSGIN4X,3andha i3a9a f sotha yeser tetcha9nes,0
S6R1B6Q,انا عجبتني برشا لرشا خاطر حقيقة و واقعنا التونسي برافو كي نبدا نتفرج نشيخ خاطر نحس روحي نتفرج في حقيقة مش في مسلسل,1
4AUBY85,بصراحة تصلح تمثل ادوار كوميدية اكثر من درامية,1
TJ2O2GW,enta m3aleeeem <3,1
UZSGE3N,_masset lasset,0
SB0FL71,معلم برافو عجبني بصراحة,1
GGKO25U,La classe,1
NMIJQDM,تفوووووووه على زمن أصبح فيه الطحانة يطالبون بحقوقهم,0
30LG49V,ما عجبتنیش شخصیتها حتی طررررررف,0
HEB5RHZ,والله باسل و ما صط,0
HOKDLW1,مسلسل  تافه لا يعكس واقعنا بل يعكس واقعكم التافه والخامج,0
CZ1IKGI,Maaaseetttttttttttt,0
XWLLGVS,برجولية سخيف جداا,0
MEQHK2Y,3sal  kafon habebtna fi rab ken intti,1
ESB8LEJ,eza7 malla sout hédha mouch normal ena ye3jebni 3a9el barcha t7essou,1
94G010F,#ممصطووو 😝😝,0
ONT5HHF,ههههههه شعب منافق,0
GP89WAT,تعرف وقتاش تظهر وتعرف اش تحكي  وما عندهاش التجغجيغ كيف  برشا ممثلين,1
6USV0EY,M3lm bader,1
9OLWQCI,Tayara,1
EH3F40O,"هبليه هبليه بسومون و لا بالبرتوقالي (ولله لا طلعت اللون) هبليه هبليه ياااا
3amel rou7ou yefhem fi kol chay o howa la yefhem f chayy
Masat ma5yeb manfare
احترم روحك يا ليلا الشابي وانت عاملة في روحك سبة العري و قلة الحياء وتجي تتكلم على سيدك بورقيبة فلولاه لما كنت و لما درست في المدارس التي شيدها قتلك كانت مناضلة في عهد بورقيبة هههههه
ملا رأس النحاسة...وجه الظبوط....
Tafhineeeeeee.  Wlh
Amset meno ma famach tafeh
a333 mamsatha
تافه و ساذج
Ken tarja3 El rabi hedhi 5ir mol7da kbira ... babour yeser mahi fehma chay w la3betha fey9a
ena man7ebouch w manasem3ouch
Meskina lhiwar ettounssi...
Sel3a gra3
كراوك أخر الزمان
3aycha metkabra yaser 7ata ki wa7ed yaba3thelha message 3al facebook madjawbouch allahou akbar menek barcha"" yaser takabor",0
2IQBBHM,Tawa hetha rajel masa5,0
6GYTKAB,ما شاء الله عليه شكيب  الدرويش بصراحة صورة مشرفة للمثقف التونسي بغض النظر عن اختلافاتنا الفكرية معاه ، اليوم نقاشو مع ريني الطرابلسي أثبت وأنه كعبه عالي وأنه يغرّد أحيانا خارج السرب ، حتى اعتذاره كان متاع معلّم ...على الأقل خير من برشا منافقين اللي يتلونوا مع الأرياح ..شكيب مكسب لقناة الحوار واصل ، وباهي وجود لطفي وشكيب اختلاف وتناقض ولكن ما يجمعهم حب تونس,1
9VM69SV,bravo,1
6J7VERY,مزيانة,1
9MAJP1W,Haylaaaa,1
NPB6W7Y,tayara amin gara,1
V9JX9RN,معلمة❤❤,1
WXOECIU,Maalem,1
2Q4BNLD,نحبها برشة.,1
GV7DGG7,"اخخخخخخخخخخخخخ""",0
BZIIZ4F,Maset laset,0
XH5YAQY,Gayr 3adi ahla sitkom bravo sami,1
MNT5QH0,Mezyna tbarkala aliha,1
40XSBY3,راك نواره و صوتك ياسر طياره,1
7622KIZ,مخيب رسك,0
Y6RIWRZ,Bravo rajel yonsor dinak,1
1YD4BJQ,يا علاء يا أحسن و اطيب انسان و مقدم   رأيته في حياتي. و الله الدزاير كامل يحبوك و انا نحبك.  و جزاك الله الله كل خير على واش راك تقدم من افعال خير علبالي موش وحدك. راهو ايكيب انا نوراك لكن احنا نشوفوك انت اللي في الواجهه. و اكمل في طريقك  و خلي الكلاب تعوي.  هههه واحد كي ما لقى ما يعلق قالو. ااااه حرام عليه يحضن في المرأة قدام الناس. و قدام رجلها و ما قال شي  ياخي عباد ياخي.  ربي يوفقك علاء خويا.,1
